Rho	U	E	P
0.125	3.23178e-08	0.25	0.1
0.125	-2.56463e-08	0.25	0.1
0.125	1.99245e-08	0.25	0.1
0.125	-1.51837e-08	0.25	0.1
0.125	1.13687e-08	0.25	0.1
0.125	-8.37531e-09	0.25	0.1
0.125	6.07827e-09	0.25	0.1
0.125	-4.35023e-09	0.25	0.1
0.125	3.0733e-09	0.25	0.1
0.125	-2.14497e-09	0.25	0.1
0.125	1.48007e-09	0.25	0.1
0.125	-1.01037e-09	0.25	0.1
0.125	6.82771e-10	0.25	0.1
0.125	-4.56985e-10	0.25	0.1
0.125	3.03094e-10	0.25	0.1
0.125	-1.99298e-10	0.25	0.1
0.125	1.29973e-10	0.25	0.1
0.125	-8.40986e-11	0.25	0.1
0.125	5.40096e-11	0.25	0.1
0.125	-3.44381e-11	0.25	0.1
0.125	2.18077e-11	0.25	0.1
0.125	-1.37198e-11	0.25	0.1
0.125	8.57687e-12	0.25	0.1
0.125	-5.32938e-12	0.25	0.1
0.125	3.29272e-12	0.25	0.1
0.125	-2.02209e-12	0.25	0.1
0.125	1.23543e-12	0.25	0.1
0.125	-7.50216e-13	0.25	0.1
0.125	4.53608e-13	0.25	0.1
0.125	-2.72712e-13	0.25	0.1
0.125	1.6198e-13	0.25	0.1
0.125	-9.66928e-14	0.25	0.1
0.125	5.71884e-14	0.25	0.1
0.125	-3.30711e-14	0.25	0.1
0.125	1.92628e-14	0.25	0.1
0.125	-1.09817e-14	0.25	0.1
0.125	5.71365e-15	0.25	0.1
0.125	-2.57653e-15	0.25	0.1
0.125	6.23649e-16	0.25	0.1
0.125	-2.08944e-16	0.25	0.1
0.125	-1.45809e-16	0.25	0.1
0.125	1.34189e-16	0.25	0.1
0.125	-4.41795e-16	0.25	0.1
0.125	2.5809e-16	0.25	0.1
0.125	-3.96646e-16	0.25	0.1
0.125	8.50283e-16	0.25	0.1
0.125	-5.95228e-16	0.25	0.1
0.125	1.07544e-16	0.25	0.1
0.125	1.49732e-16	0.25	0.1
0.125	-4.92569e-16	0.25	0.1
0.125	3.77624e-16	0.25	0.1
0.125	-7.06694e-16	0.25	0.1
0.125	7.71309e-16	0.25	0.1
0.125	-3.72665e-16	0.25	0.1
0.125	2.25819e-16	0.25	0.1
0.125	1.41368e-17	0.25	0.1
0.125	6.41709e-17	0.25	0.1
0.125	2.13903e-16	0.25	0.1
0.125	5.41789e-17	0.25	0.1
0.125	-5.23285e-16	0.25	0.1
0.125	-3.20336e-16	0.25	0.1
0.125	5.54963e-16	0.25	0.1
0.125	1.28934e-16	0.25	0.1
0.125	-1.07025e-16	0.25	0.1
0.125	-2.58534e-16	0.25	0.1
0.125	3.86136e-16	0.25	0.1
0.125	-6.62803e-16	0.25	0.1
0.125	8.30225e-16	0.25	0.1
0.125	-9.52423e-16	0.25	0.1
0.125	7.55766e-16	0.25	0.1
0.125	-1.07447e-15	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
