Rho	U	E	P
0.97784	0.0267914	2.42243	0.968831
0.910915	0.110338	2.19726	0.876686
0.802746	0.255557	1.8611	0.733956
0.686368	0.427015	1.54151	0.591572
0.58996	0.600023	1.29033	0.47365
0.500534	0.766132	1.09158	0.377875
0.436258	0.900369	0.962479	0.31426
0.421111	0.946425	0.924919	0.294528
0.407068	0.93972	0.928421	0.299474
0.342019	0.912618	0.907533	0.306041
0.28232	0.93464	0.88713	0.305528
0.257115	0.93316	0.887612	0.310266
0.23469	0.856165	0.765764	0.271899
0.154209	0.255642	0.343556	0.135407
0.126326	0.0139639	0.254459	0.101779
0.125093	0.000837834	0.250265	0.100106
0.125005	4.44083e-05	0.250015	0.100006
0.125	2.27879e-06	0.250001	0.1
0.125	-7.07363e-07	0.25	0.0999999
0.125	2.42245e-07	0.25	0.1
0.125	-8.93462e-08	0.25	0.1
0.125	5.61364e-08	0.25	0.1
0.125	-5.95423e-08	0.25	0.1
0.125	6.72468e-08	0.25	0.1
0.125	-7.02739e-08	0.25	0.1
0.125	6.79579e-08	0.25	0.1
0.125	-6.18515e-08	0.25	0.1
0.125	5.36918e-08	0.25	0.1
0.125	-4.48558e-08	0.25	0.1
0.125	3.62866e-08	0.25	0.1
0.125	-2.85494e-08	0.25	0.1
0.125	2.19184e-08	0.25	0.1
0.125	-1.64634e-08	0.25	0.1
0.125	1.21242e-08	0.25	0.1
0.125	-8.76964e-09	0.25	0.1
0.125	6.23969e-09	0.25	0.1
0.125	-4.37281e-09	0.25	0.1
0.125	3.02179e-09	0.25	0.1
0.125	-2.06112e-09	0.25	0.1
0.125	1.38886e-09	0.25	0.1
0.125	-9.25264e-10	0.25	0.1
0.125	6.09854e-10	0.25	0.1
0.125	-3.97933e-10	0.25	0.1
0.125	2.57195e-10	0.25	0.1
0.125	-1.64743e-10	0.25	0.1
0.125	1.04628e-10	0.25	0.1
0.125	-6.59121e-11	0.25	0.1
0.125	4.12032e-11	0.25	0.1
0.125	-2.55684e-11	0.25	0.1
0.125	1.57561e-11	0.25	0.1
0.125	-9.64366e-12	0.25	0.1
0.125	5.86448e-12	0.25	0.1
0.125	-3.54508e-12	0.25	0.1
0.125	2.12938e-12	0.25	0.1
0.125	-1.27187e-12	0.25	0.1
0.125	7.55879e-13	0.25	0.1
0.125	-4.46519e-13	0.25	0.1
0.125	2.62911e-13	0.25	0.1
0.125	-1.54653e-13	0.25	0.1
0.125	9.03423e-14	0.25	0.1
0.125	-5.14854e-14	0.25	0.1
0.125	2.93289e-14	0.25	0.1
0.125	-1.69362e-14	0.25	0.1
0.125	9.09191e-15	0.25	0.1
0.125	-5.1333e-15	0.25	0.1
0.125	2.70732e-15	0.25	0.1
0.125	-1.06337e-15	0.25	0.1
0.125	2.03319e-16	0.25	0.1
0.125	-6.72795e-17	0.25	0.1
0.125	-2.26041e-16	0.25	0.1
0.125	5.65992e-16	0.25	0.1
0.125	-6.80863e-16	0.25	0.1
0.125	7.24532e-16	0.25	0.1
0.125	-6.58806e-16	0.25	0.1
0.125	6.79679e-16	0.25	0.1
0.125	-5.91527e-16	0.25	0.1
0.125	2.96652e-16	0.25	0.1
0.125	-5.3868e-16	0.25	0.1
0.125	7.24458e-16	0.25	0.1
0.125	-4.23143e-16	0.25	0.1
0.125	-3.52533e-16	0.25	0.1
0.125	6.50073e-16	0.25	0.1
0.125	-3.2796e-16	0.25	0.1
0.125	9.59233e-17	0.25	0.1
0.125	-4.14113e-16	0.25	0.1
0.125	4.87536e-16	0.25	0.1
0.125	-3.56752e-16	0.25	0.1
0.125	1.20422e-16	0.25	0.1
0.125	2.63271e-16	0.25	0.1
0.125	-9.69595e-17	0.25	0.1
0.125	1.56467e-16	0.25	0.1
0.125	-9.10383e-17	0.25	0.1
0.125	-9.54052e-17	0.25	0.1
0.125	-4.61039e-16	0.25	0.1
0.125	6.09957e-16	0.25	0.1
0.125	-2.21675e-16	0.25	0.1
0.125	-8.9558e-18	0.25	0.1
0.125	1.5706e-16	0.25	0.1
0.125	-4.23365e-17	0.25	0.1
0.125	-4.59632e-16	0.25	0.1
0.125	8.35554e-16	0.25	0.1
0.125	-7.77526e-16	0.25	0.1
0.125	5.26172e-16	0.25	0.1
0.125	-9.3614e-16	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
