Rho	U	E	P
0.125	4.41733e-08	0.25	0.1
0.125	-3.83562e-08	0.25	0.1
0.125	3.26528e-08	0.25	0.1
0.125	-2.72996e-08	0.25	0.1
0.125	2.24477e-08	0.25	0.1
0.125	-1.81761e-08	0.25	0.1
0.125	1.45081e-08	0.25	0.1
0.125	-1.14265e-08	0.25	0.1
0.125	8.88712e-09	0.25	0.1
0.125	-6.83092e-09	0.25	0.1
0.125	5.19223e-09	0.25	0.1
0.125	-3.9052e-09	0.25	0.1
0.125	2.90791e-09	0.25	0.1
0.125	-2.14476e-09	0.25	0.1
0.125	1.56759e-09	0.25	0.1
0.125	-1.13585e-09	0.25	0.1
0.125	8.16217e-10	0.25	0.1
0.125	-5.8189e-10	0.25	0.1
0.125	4.11685e-10	0.25	0.1
0.125	-2.8914e-10	0.25	0.1
0.125	2.01647e-10	0.25	0.1
0.125	-1.3968e-10	0.25	0.1
0.125	9.6125e-11	0.25	0.1
0.125	-6.57344e-11	0.25	0.1
0.125	4.46798e-11	0.25	0.1
0.125	-3.01889e-11	0.25	0.1
0.125	2.02823e-11	0.25	0.1
0.125	-1.35518e-11	0.25	0.1
0.125	9.00634e-12	0.25	0.1
0.125	-5.95466e-12	0.25	0.1
0.125	3.91666e-12	0.25	0.1
0.125	-2.56442e-12	0.25	0.1
0.125	1.66973e-12	0.25	0.1
0.125	-1.08332e-12	0.25	0.1
0.125	6.98651e-13	0.25	0.1
0.125	-4.49208e-13	0.25	0.1
0.125	2.87249e-13	0.25	0.1
0.125	-1.83161e-13	0.25	0.1
0.125	1.15606e-13	0.25	0.1
0.125	-7.27617e-14	0.25	0.1
0.125	4.56724e-14	0.25	0.1
0.125	-2.77501e-14	0.25	0.1
0.125	1.69085e-14	0.25	0.1
0.125	-9.99045e-15	0.25	0.1
0.125	5.9502e-15	0.25	0.1
0.125	-3.2423e-15	0.25	0.1
0.125	1.25625e-15	0.25	0.1
0.125	-5.08482e-16	0.25	0.1
0.125	6.82861e-16	0.25	0.1
0.125	-8.2534e-16	0.25	0.1
0.125	5.55852e-17	0.25	0.1
0.125	5.11147e-16	0.25	0.1
0.125	-5.52891e-17	0.25	0.1
0.125	-1.2812e-16	0.25	0.1
0.125	-1.20097e-15	0.25	0.1
0.125	9.87876e-16	0.25	0.1
0.125	-1.62322e-15	0.25	0.1
0.125	1.79545e-15	0.25	0.1
0.125	-1.9403e-15	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
