Rho	U	E	P
0.125	-6.71163e-08	0.25	0.1
0.125	1.16812e-08	0.25	0.1
0.125	1.48862e-08	0.25	0.1
0.125	-3.21835e-08	0.25	0.1
0.125	4.59011e-08	0.25	0.1
0.125	-5.65139e-08	0.25	0.1
0.125	6.34402e-08	0.25	0.1
0.125	-6.64421e-08	0.25	0.1
0.125	6.58363e-08	0.25	0.1
0.125	-6.23254e-08	0.25	0.1
0.125	5.67738e-08	0.25	0.1
0.125	-5.00335e-08	0.25	0.1
0.125	4.28371e-08	0.25	0.1
0.125	-3.57489e-08	0.25	0.1
0.125	2.91576e-08	0.25	0.1
0.125	-2.3294e-08	0.25	0.1
0.125	1.82617e-08	0.25	0.1
0.125	-1.40709e-08	0.25	0.1
0.125	1.06701e-08	0.25	0.1
0.125	-7.97236e-09	0.25	0.1
0.125	5.8752e-09	0.25	0.1
0.125	-4.2743e-09	0.25	0.1
0.125	3.07228e-09	0.25	0.1
0.125	-2.18335e-09	0.25	0.1
0.125	1.53507e-09	0.25	0.1
0.125	-1.06839e-09	0.25	0.1
0.125	7.3647e-10	0.25	0.1
0.125	-5.03055e-10	0.25	0.1
0.125	3.40645e-10	0.25	0.1
0.125	-2.28765e-10	0.25	0.1
0.125	1.52418e-10	0.25	0.1
0.125	-1.00786e-10	0.25	0.1
0.125	6.6162e-11	0.25	0.1
0.125	-4.31312e-11	0.25	0.1
0.125	2.79304e-11	0.25	0.1
0.125	-1.79694e-11	0.25	0.1
0.125	1.14907e-11	0.25	0.1
0.125	-7.30442e-12	0.25	0.1
0.125	4.61696e-12	0.25	0.1
0.125	-2.90135e-12	0.25	0.1
0.125	1.81258e-12	0.25	0.1
0.125	-1.12777e-12	0.25	0.1
0.125	6.974e-13	0.25	0.1
0.125	-4.28754e-13	0.25	0.1
0.125	2.62695e-13	0.25	0.1
0.125	-1.59478e-13	0.25	0.1
0.125	9.64808e-14	0.25	0.1
0.125	-5.80237e-14	0.25	0.1
0.125	3.46626e-14	0.25	0.1
0.125	-2.05485e-14	0.25	0.1
0.125	1.1295e-14	0.25	0.1
0.125	-6.55831e-15	0.25	0.1
0.125	2.88377e-15	0.25	0.1
0.125	-1.47282e-15	0.25	0.1
0.125	4.76064e-16	0.25	0.1
0.125	2.16568e-16	0.25	0.1
0.125	-8.51171e-18	0.25	0.1
0.125	1.81188e-16	0.25	0.1
0.125	-5.22915e-16	0.25	0.1
0.125	-2.42621e-16	0.25	0.1
0.125	1.24345e-16	0.25	0.1
0.125	-5.13293e-16	0.25	0.1
0.125	7.63315e-16	0.25	0.1
0.125	-2.4077e-16	0.25	0.1
0.125	3.14193e-16	0.25	0.1
0.125	-2.83551e-16	0.25	0.1
0.125	1.47438e-16	0.25	0.1
0.125	3.56086e-16	0.25	0.1
0.125	-6.21725e-17	0.25	0.1
0.125	-6.94037e-16	0.25	0.1
0.125	-2.13607e-16	0.25	0.1
0.125	5.76354e-16	0.25	0.1
0.125	1.06803e-16	0.25	0.1
0.125	1.11392e-16	0.25	0.1
0.125	-5.28762e-16	0.25	0.1
0.125	5.67768e-16	0.25	0.1
0.125	-7.70939e-16	0.25	0.1
0.125	7.70791e-16	0.25	0.1
0.125	-1.09453e-15	0.25	0.1
0.125	9.7781e-16	0.25	0.1
0.125	-1.2718e-15	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
