Rho	U	E	P
0.125	-4.0013e-11	0.25	0.1
0.125	1.99286e-11	0.25	0.1
0.125	-9.85689e-12	0.25	0.1
0.125	4.84417e-12	0.25	0.1
0.125	-2.36646e-12	0.25	0.1
0.125	1.14953e-12	0.25	0.1
0.125	-5.55457e-13	0.25	0.1
0.125	2.67098e-13	0.25	0.1
0.125	-1.27898e-13	0.25	0.1
0.125	6.11489e-14	0.25	0.1
0.125	-2.89061e-14	0.25	0.1
0.125	1.35691e-14	0.25	0.1
0.125	-6.23079e-15	0.25	0.1
0.125	2.75794e-15	0.25	0.1
0.125	-1.24182e-15	0.25	0.1
0.125	5.64363e-16	0.25	0.1
0.125	-3.65781e-16	0.25	0.1
0.125	2.95319e-16	0.25	0.1
0.125	-2.04207e-16	0.25	0.1
0.125	1.7771e-16	0.25	0.1
0.125	-4.52823e-16	0.25	0.1
0.125	6.43855e-16	0.25	0.1
0.125	-6.31569e-16	0.25	0.1
0.125	4.78654e-16	0.25	0.1
0.125	-2.49282e-16	0.25	0.1
0.125	2.44175e-16	0.25	0.1
0.125	-1.65053e-16	0.25	0.1
0.125	1.22791e-16	0.25	0.1
0.125	-1.5173e-16	0.25	0.1
0.125	2.29816e-16	0.25	0.1
0.125	-3.24777e-16	0.25	0.1
0.125	3.04053e-16	0.25	0.1
0.125	-2.69414e-16	0.25	0.1
0.125	1.0858e-16	0.25	0.1
0.125	-1.11022e-18	0.25	0.1
0.125	7.32747e-18	0.25	0.1
0.125	-4.52971e-17	0.25	0.1
0.125	1.15463e-17	0.25	0.1
0.125	-8.73375e-18	0.25	0.1
0.125	2.03467e-16	0.25	0.1
0.125	-3.19448e-16	0.25	0.1
0.125	2.63197e-16	0.25	0.1
0.125	-2.15087e-16	0.25	0.1
0.125	8.19345e-17	0.25	0.1
0.125	4.80356e-17	0.25	0.1
0.125	-7.62353e-18	0.25	0.1
0.125	-4.18184e-17	0.25	0.1
0.125	1.04435e-16	0.25	0.1
0.125	-1.45069e-16	0.25	0.1
0.125	4.53711e-17	0.25	0.1
0.125	8.15644e-17	0.25	0.1
0.125	-3.11603e-17	0.25	0.1
0.125	-1.40628e-16	0.25	0.1
0.125	1.72011e-16	0.25	0.1
0.125	-8.32667e-17	0.25	0.1
0.125	-4.02641e-17	0.25	0.1
0.125	1.62389e-16	0.25	0.1
0.125	-1.83779e-16	0.25	0.1
0.125	1.19312e-16	0.25	0.1
0.125	-1.12503e-17	0.25	0.1
0.125	-6.77976e-17	0.25	0.1
0.125	-9.82177e-17	0.25	0.1
0.125	2.14495e-16	0.25	0.1
0.125	-1.70974e-16	0.25	0.1
0.125	1.49806e-16	0.25	0.1
0.125	-1.45735e-16	0.25	0.1
0.125	9.19265e-17	0.25	0.1
0.125	-5.41789e-17	0.25	0.1
0.125	1.29304e-16	0.25	0.1
0.125	-1.02215e-16	0.25	0.1
0.125	7.56432e-17	0.25	0.1
0.125	-7.22385e-17	0.25	0.1
0.125	1.52841e-16	0.25	0.1
0.125	-2.02727e-16	0.25	0.1
0.125	3.28774e-16	0.25	0.1
0.125	-3.1856e-16	0.25	0.1
0.125	2.55425e-16	0.25	0.1
0.125	-3.16266e-16	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
