Rho	U	E	P
1	2.77424e-11	2.5	1
1	-4.76208e-11	2.5	1
1	8.07484e-11	2.5	1
1	-1.35066e-10	2.5	1
1	2.22457e-10	2.5	1
1	-3.59984e-10	2.5	1
1	5.70821e-10	2.5	1
1	-8.842e-10	2.5	1
1	1.33372e-09	2.5	1
1	-1.95492e-09	2.5	1
1	2.78947e-09	2.5	1
1	-3.9185e-09	2.5	1
1	5.56444e-09	2.5	1
1	-8.22868e-09	2.5	1
1	1.21901e-08	2.5	1
1	-1.32013e-08	2.5	1
1	-3.15362e-08	2.5	1
0.999999	1.51201e-06	2.5	0.999998
0.999982	2.52181e-05	2.49993	0.999971
0.999739	0.00035856	2.49897	0.999588
0.996951	0.00391159	2.48861	0.995441
0.968626	0.0412856	2.38242	0.952639
0.822714	0.233919	1.91251	0.755999
0.607442	0.562012	1.34239	0.498584
0.437827	0.858126	1.01095	0.3399
0.315682	0.989306	0.891019	0.294615
0.211858	0.734403	0.680667	0.249414
0.138407	0.125648	0.290342	0.1157
0.125732	0.00671144	0.252077	0.10083
0.12504	0.000356321	0.250111	0.100044
0.125002	1.57082e-05	0.250005	0.100002
0.125	2.05976e-07	0.25	0.1
0.125	-2.7736e-07	0.25	0.1
0.125	1.77304e-07	0.25	0.1
0.125	-1.09319e-07	0.25	0.1
0.125	7.03784e-08	0.25	0.1
0.125	-4.71788e-08	0.25	0.1
0.125	3.19958e-08	0.25	0.1
0.125	-2.14771e-08	0.25	0.1
0.125	1.41234e-08	0.25	0.1
0.125	-9.07277e-09	0.25	0.1
0.125	5.69683e-09	0.25	0.1
0.125	-3.50297e-09	0.25	0.1
0.125	2.11393e-09	0.25	0.1
0.125	-1.25455e-09	0.25	0.1
0.125	7.33513e-10	0.25	0.1
0.125	-4.23179e-10	0.25	0.1
0.125	2.41214e-10	0.25	0.1
0.125	-1.35996e-10	0.25	0.1
0.125	7.591e-11	0.25	0.1
0.125	-4.19837e-11	0.25	0.1
0.125	2.30239e-11	0.25	0.1
0.125	-1.25272e-11	0.25	0.1
0.125	6.76597e-12	0.25	0.1
0.125	-3.62901e-12	0.25	0.1
0.125	1.93451e-12	0.25	0.1
0.125	-1.02489e-12	0.25	0.1
0.125	5.39798e-13	0.25	0.1
0.125	-2.8286e-13	0.25	0.1
0.125	1.47617e-13	0.25	0.1
0.125	-7.66461e-14	0.25	0.1
0.125	3.97373e-14	0.25	0.1
0.125	-2.03501e-14	0.25	0.1
0.125	9.8251e-15	0.25	0.1
0.125	-4.99401e-15	0.25	0.1
0.125	2.63382e-15	0.25	0.1
0.125	-1.05886e-15	0.25	0.1
0.125	6.10179e-16	0.25	0.1
0.125	-4.70513e-16	0.25	0.1
0.125	9.13343e-17	0.25	0.1
0.125	9.02241e-17	0.25	0.1
0.125	1.18128e-16	0.25	0.1
0.125	-3.46094e-16	0.25	0.1
0.125	5.32167e-16	0.25	0.1
0.125	-5.53779e-16	0.25	0.1
0.125	4.38686e-16	0.25	0.1
0.125	-5.8568e-16	0.25	0.1
0.125	4.66738e-16	0.25	0.1
0.125	-4.07526e-16	0.25	0.1
0.125	3.34473e-16	0.25	0.1
0.125	-1.56763e-16	0.25	0.1
0.125	2.54611e-17	0.25	0.1
0.125	2.53871e-17	0.25	0.1
0.125	1.11466e-16	0.25	0.1
0.125	-3.70518e-16	0.25	0.1
0.125	3.85247e-16	0.25	0.1
0.125	-2.30482e-16	0.25	0.1
0.125	1.09912e-16	0.25	0.1
0.125	-8.61533e-17	0.25	0.1
0.125	3.03165e-16	0.25	0.1
0.125	-2.93247e-16	0.25	0.1
0.125	7.29787e-17	0.25	0.1
0.125	1.59354e-16	0.25	0.1
0.125	-3.794e-16	0.25	0.1
0.125	3.75107e-16	0.25	0.1
0.125	-2.2012e-16	0.25	0.1
0.125	-6.43189e-17	0.25	0.1
0.125	1.87406e-16	0.25	0.1
0.125	-2.14643e-18	0.25	0.1
0.125	-1.20644e-16	0.25	0.1
0.125	5.09962e-17	0.25	0.1
0.125	1.51138e-16	0.25	0.1
0.125	-2.42695e-16	0.25	0.1
0.125	9.08162e-17	0.25	0.1
0.125	1.05841e-16	0.25	0.1
0.125	-2.69858e-16	0.25	0.1
0.125	1.46623e-16	0.25	0.1
0.125	-1.57652e-17	0.25	0.1
0.125	1.17388e-16	0.25	0.1
0.125	-4.16556e-16	0.25	0.1
0.125	7.32451e-16	0.25	0.1
0.125	-7.62205e-16	0.25	0.1
0.125	5.97744e-16	0.25	0.1
0.125	-2.81108e-16	0.25	0.1
0.125	5.27726e-17	0.25	0.1
0.125	-9.38509e-17	0.25	0.1
0.125	3.8843e-16	0.25	0.1
0.125	-4.25289e-16	0.25	0.1
0.125	4.84575e-16	0.25	0.1
0.125	-2.9828e-16	0.25	0.1
0.125	9.4369e-17	0.25	0.1
0.125	-3.78956e-16	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
