Rho	U	E	P
0.125	1.48696e-16	0.25	0.1
0.125	-8.50431e-17	0.25	0.1
0.125	4.50751e-17	0.25	0.1
0.125	-1.35299e-16	0.25	0.1
0.125	2.74817e-16	0.25	0.1
0.125	-4.81985e-16	0.25	0.1
0.125	7.73233e-16	0.25	0.1
0.125	-7.41185e-16	0.25	0.1
0.125	3.77476e-16	0.25	0.1
0.125	-4.6585e-16	0.25	0.1
0.125	4.76434e-16	0.25	0.1
0.125	-1.05323e-16	0.25	0.1
0.125	-4.34615e-16	0.25	0.1
0.125	3.47426e-16	0.25	0.1
0.125	1.15611e-16	0.25	0.1
0.125	-1.1117e-16	0.25	0.1
0.125	-1.91254e-16	0.25	0.1
0.125	3.16858e-16	0.25	0.1
0.125	-3.1856e-16	0.25	0.1
0.125	1.05397e-16	0.25	0.1
0.125	9.59973e-17	0.25	0.1
0.125	-3.4639e-17	0.25	0.1
0.125	1.82521e-16	0.25	0.1
0.125	-2.58016e-16	0.25	0.1
0.125	2.04577e-16	0.25	0.1
0.125	-5.12701e-16	0.25	0.1
0.125	6.14619e-16	0.25	0.1
0.125	-3.14489e-16	0.25	0.1
0.125	1.16573e-16	0.25	0.1
0.125	8.22305e-17	0.25	0.1
0.125	7.90479e-17	0.25	0.1
0.125	-5.86198e-16	0.25	0.1
0.125	8.72931e-16	0.25	0.1
0.125	-6.7916e-16	0.25	0.1
0.125	4.11967e-16	0.25	0.1
0.125	-8.53762e-16	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
