Rho	U	E	P
0.550707	0.667803	1.20974	0.434777
0.449227	0.872507	0.984517	0.32541
0.371353	0.964175	0.90139	0.291511
0.31009	0.960886	0.913778	0.30825
0.243115	0.868751	0.830334	0.295436
0.161569	0.352689	0.394856	0.153923
0.127276	0.0221356	0.256948	0.102767
0.125154	0.00138856	0.250439	0.100175
0.125008	7.15867e-05	0.250023	0.100009
0.125	3.92147e-06	0.250001	0.100001
0.125	-7.92275e-07	0.25	0.0999999
0.125	1.50899e-07	0.25	0.1
0.125	3.70341e-08	0.25	0.1
0.125	-8.01327e-08	0.25	0.1
0.125	7.82425e-08	0.25	0.1
0.125	-6.51281e-08	0.25	0.1
0.125	5.08745e-08	0.25	0.1
0.125	-3.82552e-08	0.25	0.1
0.125	2.79157e-08	0.25	0.1
0.125	-1.98395e-08	0.25	0.1
0.125	1.37664e-08	0.25	0.1
0.125	-9.3469e-09	0.25	0.1
0.125	6.2222e-09	0.25	0.1
0.125	-4.06847e-09	0.25	0.1
0.125	2.6171e-09	0.25	0.1
0.125	-1.65852e-09	0.25	0.1
0.125	1.03672e-09	0.25	0.1
0.125	-6.39891e-10	0.25	0.1
0.125	3.9036e-10	0.25	0.1
0.125	-2.35558e-10	0.25	0.1
0.125	1.4071e-10	0.25	0.1
0.125	-8.32601e-11	0.25	0.1
0.125	4.88305e-11	0.25	0.1
0.125	-2.83992e-11	0.25	0.1
0.125	1.63875e-11	0.25	0.1
0.125	-9.38651e-12	0.25	0.1
0.125	5.33834e-12	0.25	0.1
0.125	-3.01575e-12	0.25	0.1
0.125	1.69355e-12	0.25	0.1
0.125	-9.45284e-13	0.25	0.1
0.125	5.23642e-13	0.25	0.1
0.125	-2.89073e-13	0.25	0.1
0.125	1.58933e-13	0.25	0.1
0.125	-8.59694e-14	0.25	0.1
0.125	4.68573e-14	0.25	0.1
0.125	-2.57917e-14	0.25	0.1
0.125	1.36693e-14	0.25	0.1
0.125	-7.28447e-15	0.25	0.1
0.125	3.88223e-15	0.25	0.1
0.125	-2.06546e-15	0.25	0.1
0.125	1.386e-15	0.25	0.1
0.125	-8.70045e-16	0.25	0.1
0.125	1.54395e-16	0.25	0.1
0.125	-3.29366e-16	0.25	0.1
0.125	3.27664e-16	0.25	0.1
0.125	-5.81017e-16	0.25	0.1
0.125	6.26092e-16	0.25	0.1
0.125	-4.61335e-16	0.25	0.1
0.125	2.25967e-16	0.25	0.1
0.125	-3.04201e-17	0.25	0.1
0.125	2.4647e-16	0.25	0.1
0.125	-3.34251e-16	0.25	0.1
0.125	2.77926e-16	0.25	0.1
0.125	-1.20052e-16	0.25	0.1
0.125	1.63351e-16	0.25	0.1
0.125	-2.22119e-16	0.25	0.1
0.125	1.99544e-16	0.25	0.1
0.125	-1.80374e-16	0.25	0.1
0.125	-1.23383e-16	0.25	0.1
0.125	6.33345e-16	0.25	0.1
0.125	-8.04024e-16	0.25	0.1
0.125	5.54371e-16	0.25	0.1
0.125	-4.49492e-16	0.25	0.1
0.125	1.11614e-16	0.25	0.1
0.125	3.7681e-16	0.25	0.1
0.125	-4.82577e-16	0.25	0.1
0.125	1.45883e-16	0.25	0.1
0.125	1.92661e-16	0.25	0.1
0.125	-1.25603e-16	0.25	0.1
0.125	-9.12603e-17	0.25	0.1
0.125	1.5854e-16	0.25	0.1
0.125	-1.17166e-16	0.25	0.1
0.125	-1.13243e-17	0.25	0.1
0.125	4.72955e-17	0.25	0.1
0.125	-3.90058e-17	0.25	0.1
0.125	1.10208e-16	0.25	0.1
0.125	-2.84217e-16	0.25	0.1
0.125	4.55339e-16	0.25	0.1
0.125	-5.55852e-16	0.25	0.1
0.125	5.40827e-16	0.25	0.1
0.125	-3.22779e-16	0.25	0.1
0.125	8.66714e-17	0.25	0.1
0.125	3.9746e-17	0.25	0.1
0.125	2.17234e-16	0.25	0.1
0.125	-4.959e-16	0.25	0.1
0.125	7.3593e-16	0.25	0.1
0.125	-6.04627e-16	0.25	0.1
0.125	3.89466e-16	0.25	0.1
0.125	-7.19869e-16	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
