Rho	U	E	P
0.258359	0.902587	0.825267	0.288012
0.180939	0.448569	0.435814	0.167044
0.126868	0.022565	0.25799	0.103183
0.125191	0.00173822	0.250559	0.100223
0.125011	9.6492e-05	0.250031	0.100013
0.125001	5.50159e-06	0.250002	0.100001
0.125	-9.23825e-07	0.25	0.0999999
0.125	2.05567e-07	0.25	0.1
0.125	-1.53054e-08	0.25	0.1
0.125	-2.46451e-08	0.25	0.1
0.125	2.07883e-08	0.25	0.1
0.125	-6.22477e-09	0.25	0.1
0.125	-1.03428e-08	0.25	0.1
0.125	2.63922e-08	0.25	0.1
0.125	-4.05696e-08	0.25	0.1
0.125	5.18469e-08	0.25	0.1
0.125	-5.95927e-08	0.25	0.1
0.125	6.36516e-08	0.25	0.1
0.125	-6.42935e-08	0.25	0.1
0.125	6.20841e-08	0.25	0.1
0.125	-5.77381e-08	0.25	0.1
0.125	5.19928e-08	0.25	0.1
0.125	-4.55186e-08	0.25	0.1
0.125	3.88677e-08	0.25	0.1
0.125	-3.24531e-08	0.25	0.1
0.125	2.65528e-08	0.25	0.1
0.125	-2.13264e-08	0.25	0.1
0.125	1.68397e-08	0.25	0.1
0.125	-1.30893e-08	0.25	0.1
0.125	1.00266e-08	0.25	0.1
0.125	-7.57651e-09	0.25	0.1
0.125	5.65255e-09	0.25	0.1
0.125	-4.1669e-09	0.25	0.1
0.125	3.03722e-09	0.25	0.1
0.125	-2.1903e-09	0.25	0.1
0.125	1.56365e-09	0.25	0.1
0.125	-1.10562e-09	0.25	0.1
0.125	7.74657e-10	0.25	0.1
0.125	-5.38063e-10	0.25	0.1
0.125	3.70636e-10	0.25	0.1
0.125	-2.53285e-10	0.25	0.1
0.125	1.71778e-10	0.25	0.1
0.125	-1.15653e-10	0.25	0.1
0.125	7.73223e-11	0.25	0.1
0.125	-5.13481e-11	0.25	0.1
0.125	3.38785e-11	0.25	0.1
0.125	-2.22125e-11	0.25	0.1
0.125	1.44761e-11	0.25	0.1
0.125	-9.38051e-12	0.25	0.1
0.125	6.04365e-12	0.25	0.1
0.125	-3.87264e-12	0.25	0.1
0.125	2.46853e-12	0.25	0.1
0.125	-1.56467e-12	0.25	0.1
0.125	9.87646e-13	0.25	0.1
0.125	-6.20142e-13	0.25	0.1
0.125	3.87931e-13	0.25	0.1
0.125	-2.41162e-13	0.25	0.1
0.125	1.48401e-13	0.25	0.1
0.125	-9.16179e-14	0.25	0.1
0.125	5.5368e-14	0.25	0.1
0.125	-3.42033e-14	0.25	0.1
0.125	2.05592e-14	0.25	0.1
0.125	-1.19703e-14	0.25	0.1
0.125	6.67126e-15	0.25	0.1
0.125	-3.27042e-15	0.25	0.1
0.125	9.86322e-16	0.25	0.1
0.125	-1.06907e-15	0.25	0.1
0.125	4.12263e-16	0.25	0.1
0.125	-8.32519e-16	0.25	0.1
0.125	8.44436e-16	0.25	0.1
0.125	1.108e-16	0.25	0.1
0.125	2.99612e-16	0.25	0.1
0.125	-5.54519e-16	0.25	0.1
0.125	4.0908e-16	0.25	0.1
0.125	1.64979e-16	0.25	0.1
0.125	2.03615e-16	0.25	0.1
0.125	-9.61157e-16	0.25	0.1
0.125	2.60532e-16	0.25	0.1
0.125	2.16123e-16	0.25	0.1
0.125	-8.25266e-17	0.25	0.1
0.125	4.98638e-16	0.25	0.1
0.125	-3.99458e-16	0.25	0.1
0.125	1.72381e-16	0.25	0.1
0.125	-9.06238e-16	0.25	0.1
0.125	9.00243e-16	0.25	0.1
0.125	-1.31828e-15	0.25	0.1
0.125	1.16477e-15	0.25	0.1
0.125	-1.28934e-15	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
0.125	0	0.25	0.1
